model_id,brand,model,title,series,model_year,diagonal_inches,passport_mass_kg,weight_basis,vesa_width_mm,vesa_height_mm,vesa_source_conflict,conflicting_catalog_value,conflicting_manual_value,conflict_note,checked_at,source_label,source_url,krepitv_model_url
samsung-qe77s85faexru,Samsung,QE77S85FAEXRU,Samsung QE77S85FAEXRU,S85F,2025,77,28.1,without_stand,400,300,false,,,,2026-07-30,Официальные российские характеристики Samsung,https://www.samsung.com/ru/tvs/oled-tv/s85f-77-inch-oled-4k-smart-tv-qe77s85faexru/,https://krepitv.ru/modeli/samsung-qe77s85faexru/
samsung-qe85q7faauxru,Samsung,QE85Q7FAAUXRU,Samsung QE85Q7FAAUXRU,Q7FA,2025,85,32.5,without_stand,600,400,false,,,,2026-07-30,Официальные российские характеристики Samsung,https://www.samsung.com/ru/tvs/qled-tv/q7f-85-inch-qled-4k-smart-tv-qe85q7faauxru/,https://krepitv.ru/modeli/samsung-qe85q7faauxru/
samsung-qe85qef1auxru,Samsung,QE85QEF1AUXRU,Samsung QE85QEF1AUXRU,QEF1,2025,85,32.5,without_stand,600,400,false,,,,2026-08-04,Официальные российские характеристики Samsung,https://www.samsung.com/ru/tvs/qled-tv/qef1-85-inch-qled-4k-smart-tv-qe85qef1auxru/,https://krepitv.ru/modeli/samsung-qe85qef1auxru/
samsung-ue32f6000fuxru,Samsung,UE32F6000FUXRU,Samsung UE32F6000FUXRU,F6000F,2025,32,3.9,without_stand,200,200,false,,,,2026-07-30,Официальные характеристики Samsung,https://www.samsung.com/ru/tvs/full-hd-tv/f6000-32-inch-ue32f6000fuxru/,https://krepitv.ru/modeli/samsung-ue32f6000fuxru/
samsung-ue32h5000fuxru,Samsung,UE32H5000FUXRU,Samsung UE32H5000FUXRU,H5000,2025,32,3.8,without_stand,200,200,false,,,,2026-08-04,Официальные российские характеристики Samsung,https://www.samsung.com/ru/tvs/hd-tv/h5000-32-inch-ue32h5000fuxru/,https://krepitv.ru/modeli/samsung-ue32h5000fuxru/
samsung-ue43f6000fuxru,Samsung,UE43F6000FUXRU,Samsung UE43F6000FUXRU,F6000F,2025,43,6.5,without_stand,200,200,false,,,,2026-07-30,Официальные российские характеристики Samsung,https://www.samsung.com/ru/tvs/full-hd-tv/f6000-43-inch-ue43f6000fuxru/,https://krepitv.ru/modeli/samsung-ue43f6000fuxru/
samsung-ue43u8000fuxru,Samsung,UE43U8000FUXRU,Samsung UE43U8000FUXRU,U8000F,2025,43,6.4,without_stand,200,200,false,,,,2026-07-30,Официальные характеристики Samsung,https://www.samsung.com/ru/tvs/uhd-4k-tv/u8000f-43-inch-crystal-uhd-4k-smart-tv-ue43u8000fuxru/,https://krepitv.ru/modeli/samsung-ue43u8000fuxru/
samsung-ue50u8000fuxru,Samsung,UE50U8000FUXRU,Samsung UE50U8000FUXRU,U8000F,2025,50,8.3,without_stand,200,200,false,,,,2026-07-30,Официальные характеристики Samsung,https://www.samsung.com/ru/tvs/uhd-4k-tv/u8000f-50-inch-crystal-uhd-4k-smart-tv-ue50u8000fuxru/,https://krepitv.ru/modeli/samsung-ue50u8000fuxru/
samsung-ue55du7100uxru,Samsung,UE55DU7100UXRU,Samsung UE55DU7100UXRU,DU7100,2024,55,11.2,without_stand,200,200,false,,,,2026-08-04,Официальные характеристики Samsung Россия,https://www.samsung.com/ru/tvs/uhd-4k-tv/du7000-55-inch-crystal-uhd-4k-tizen-os-smart-tv-ue55du7100uxru/,https://krepitv.ru/modeli/samsung-ue55du7100uxru/
samsung-ue55u8000fuxru,Samsung,UE55U8000FUXRU,Samsung UE55U8000FUXRU,U8000F,2025,55,9.6,without_stand,200,200,false,,,,2026-07-30,Официальные характеристики Samsung,https://www.samsung.com/ru/tvs/uhd-4k-tv/u8000f-55-inch-crystal-uhd-4k-smart-tv-ue55u8000fuxru/,https://krepitv.ru/modeli/samsung-ue55u8000fuxru/
samsung-ue65u8000fuxru,Samsung,UE65U8000FUXRU,Samsung UE65U8000FUXRU,U8000F,2025,65,14.2,without_stand,200,200,false,,,,2026-07-30,Официальные характеристики Samsung,https://www.samsung.com/ru/tvs/uhd-4k-tv/u8000f-65-inch-crystal-uhd-4k-smart-tv-ue65u8000fuxru/,https://krepitv.ru/modeli/samsung-ue65u8000fuxru/
samsung-ue75u8000fuxru,Samsung,UE75U8000FUXRU,Samsung UE75U8000FUXRU,U8000F,2025,75,22.4,without_stand,400,300,false,,,,2026-07-30,Официальные российские характеристики Samsung,https://www.samsung.com/ru/tvs/uhd-4k-tv/u8000f-75-inch-crystal-uhd-4k-smart-tv-ue75u8000fuxru/,https://krepitv.ru/modeli/samsung-ue75u8000fuxru/
samsung-ue85u8000fuxru,Samsung,UE85U8000FUXRU,Samsung UE85U8000FUXRU,U8000F,2025,85,28.7,without_stand,400,300,false,,,,2026-07-30,Официальные российские характеристики Samsung,https://www.samsung.com/ru/tvs/uhd-4k-tv/u8000f-85-inch-crystal-uhd-4k-smart-tv-ue85u8000fuxru/,https://krepitv.ru/modeli/samsung-ue85u8000fuxru/
sber-sdx-32f2139,Sber,SDX-32F2139,Sber SDX-32F2139,SDX,,32,3.2,without_stand,100,100,false,,,,2026-08-04,Официальные характеристики SberDevices,https://sberdevices.ru/shop/product/sdx_32f2139/,https://krepitv.ru/modeli/sber-sdx-32f2139/
sber-sdx-32f3112,Sber,SDX-32F3112,Sber SDX-32F3112,SDX,,32,3.2,without_stand,100,100,false,,,,2026-08-04,Официальные характеристики SberDevices,https://sberdevices.ru/shop/product/sdx_32f3112/,https://krepitv.ru/modeli/sber-sdx-32f3112/
sber-sdx-32h3113,Sber,SDX-32H3113,Sber SDX-32H3113,SDX,,32,3.2,without_stand,100,100,false,,,,2026-08-04,Официальные характеристики SberDevices,https://sberdevices.ru/shop/product/sdx_32h3113/,https://krepitv.ru/modeli/sber-sdx-32h3113/
sber-sdx-32h3114,Sber,SDX-32H3114,Sber SDX-32H3114,SDX,,32,3.3,without_stand,100,100,false,,,,2026-08-04,Официальные характеристики SberDevices,https://sberdevices.ru/shop/product/sdx_32h3114/,https://krepitv.ru/modeli/sber-sdx-32h3114/
sber-sdx-43f3000dba,Sber,SDX-43F3000DBA,Sber SDX-43F3000DBA,SDX,,43,5.2,without_stand,200,200,false,,,,2026-08-04,Официальные характеристики SberDevices,https://sberdevices.ru/shop/product/sdx_43f3000dba/,https://krepitv.ru/modeli/sber-sdx-43f3000dba/
skyline-43lst6575,SkyLine,43LST6575,SkyLine 43LST6575,LST6575,,43,6.2,published_unspecified,200,200,false,,,,2026-08-05,"Руководство по эксплуатации SkyLine 43LST6575, стр. 27",https://manual.holod.ru/manual/337/908753_17023065.pdf,https://krepitv.ru/modeli/skyline-43lst6575/
starwind-sw-led24sg304,Starwind,SW-LED24SG304,Starwind SW-LED24SG304,SW-LED,,24,2.9,without_stand,200,100,false,,,,2026-08-04,Официальные характеристики Starwind,https://starwind.com.ru/catalog/item/1875241/,https://krepitv.ru/modeli/starwind-sw-led24sg304/
starwind-sw-led32bg200,Starwind,SW-LED32BG200,Starwind SW-LED32BG200,SW-LED,,32,3.8,without_stand,200,200,false,,,,2026-08-04,Официальные характеристики Starwind,https://starwind.com.ru/catalog/item/1779075/,https://krepitv.ru/modeli/starwind-sw-led32bg200/
starwind-sw-led40sg300,Starwind,SW-LED40SG300,Starwind SW-LED40SG300,SW-LED,,40,5.8,without_stand,200,200,false,,,,2026-08-04,Официальные характеристики Starwind,https://starwind.com.ru/catalog/item/1779078/,https://krepitv.ru/modeli/starwind-sw-led40sg300/
tcl-32a400-pro,TCL,32A400 PRO,TCL 32A400 PRO,A400 PRO,2026,32,4.66,without_stand,100,100,false,,,,2026-07-30,Официальные глобальные характеристики TCL,https://www.tcl.com/global/en/tvs/32a400-pro,https://krepitv.ru/modeli/tcl-32a400-pro/
tcl-32s4k,TCL,32S4K,TCL 32S4K,S4K,2025,32,3.19,without_stand,100,100,false,,,,2026-08-20,Официальные характеристики TCL 32S4K,https://www.tcl.com/content/brandsite/ru/ru/tvs/s4k/jcr:content/root/container/container/container/subnav_menus/specifications1/product_spec.L2NvbnRlbnQvYnJhbmRzaXRlLXByb2R1Y3QvcnUvcnUvdHZzL3M0ay9zNGs=.json,https://krepitv.ru/modeli/tcl-32s4k/
tcl-43p7l,TCL,43P7L,TCL 43P7L,P7L,2026,43,6.6,without_stand,200,100,false,,,,2026-08-20,Официальные характеристики TCL 43P7L,https://www.tcl.com/content/brandsite/ru/ru/tvs/p7l/jcr:content/root/container/container/container/subnav_menus/specifications1/product_spec.L2NvbnRlbnQvYnJhbmRzaXRlLXByb2R1Y3QvcnUvcnUvdHZzL3A3bC81NXA3bA==.json,https://krepitv.ru/modeli/tcl-43p7l/
tcl-43s5k,TCL,43S5K,TCL 43S5K,S5K,2025,43,5.02,without_stand,100,100,false,,,,2026-07-30,Официальные характеристики TCL для точной модели,https://www.tcl.com/ru/ru/tvs/s5k,https://krepitv.ru/modeli/tcl-43s5k/
tcl-50p7l,TCL,50P7L,TCL 50P7L,P7L,2026,50,8.7,without_stand,300,300,false,,,,2026-08-04,Официальные характеристики TCL Россия,https://www.tcl.com/content/brandsite/ru/ru/tvs/p7l/jcr:content/root/container/container/container/subnav_menus/specifications1/product_spec.L2NvbnRlbnQvYnJhbmRzaXRlLXByb2R1Y3QvcnUvcnUvdHZzL3A3bC80M3A3bA==.json,https://krepitv.ru/modeli/tcl-50p7l/
tcl-50v6c,TCL,50V6C,TCL 50V6C,V6C,2025,50,7.2,without_stand,200,200,false,,,,2026-08-04,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/v6c,https://krepitv.ru/modeli/tcl-50v6c/
tcl-55c6k,TCL,55C6K,TCL 55C6K,C6K,2025,55,12.2,without_stand,300,300,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/55c6k,https://krepitv.ru/modeli/tcl-55c6k/
tcl-55c745,TCL,55C745,TCL 55C745,C745,2023,55,13.2,without_stand,400,300,false,,,,2026-07-30,Официальные характеристики TCL для точной модели,https://www.tcl.com/ru/ru/tvs/c745,https://krepitv.ru/modeli/tcl-55c745/
tcl-55c755,TCL,55C755,TCL 55C755,C755,2023,55,13,without_stand,400,300,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/c755,https://krepitv.ru/modeli/tcl-55c755/
tcl-55c765,TCL,55C765,TCL 55C765,C765,2024,55,13.3,without_stand,400,300,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/c765,https://krepitv.ru/modeli/tcl-55c765/
tcl-55c7k,TCL,55C7K,TCL 55C7K,C7K,2025,55,13.3,without_stand,300,300,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/55c7k,https://krepitv.ru/modeli/tcl-55c7k/
tcl-55c7l,TCL,55C7L,TCL 55C7L,C7L,2026,55,13.3,without_stand,300,300,false,,,,2026-07-30,Официальные характеристики TCL для точной модели,https://www.tcl.com/ru/ru/tvs/55c7l,https://krepitv.ru/modeli/tcl-55c7l/
tcl-55p6k,TCL,55P6K,TCL 55P6K,P6K,2025,55,9,without_stand,200,200,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/p6k,https://krepitv.ru/modeli/tcl-55p6k/
tcl-55p7k,TCL,55P7K,TCL 55P7K,P7K,2025,55,10.5,without_stand,300,300,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/p7k,https://krepitv.ru/modeli/tcl-55p7k/
tcl-55p7l,TCL,55P7L,TCL 55P7L,P7L,2026,55,10.5,without_stand,300,300,false,,,,2026-08-20,Официальные характеристики TCL 55P7L,https://www.tcl.com/ru/ru/tvs/p7l,https://krepitv.ru/modeli/tcl-55p7l/
tcl-55q6c,TCL,55Q6C,TCL 55Q6C,Q6C,2025,55,12.2,without_stand,300,300,false,,,,2026-08-20,Официальные характеристики TCL 55Q6C,https://www.tcl.com/content/brandsite/ru/ru/tvs/q6c/jcr:content/root/container/container/container/subnav_menus/specifications1/product_spec.L2NvbnRlbnQvYnJhbmRzaXRlLXByb2R1Y3QvcnUvcnUvdHZzL3E2Yy81NQ==.json,https://krepitv.ru/modeli/tcl-55q6c/
tcl-55q6cs,TCL,55Q6CS,TCL 55Q6CS,Q6CS,2025,55,12.2,without_stand,300,300,false,,,,2026-08-04,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/q6cs,https://krepitv.ru/modeli/tcl-55q6cs/
tcl-55t8d,TCL,55T8D,TCL 55T8D,T8D,2026,55,11,without_stand,300,300,false,,,,2026-08-04,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/t8d,https://krepitv.ru/modeli/tcl-55t8d/
tcl-65c7k,TCL,65C7K,TCL 65C7K,C7K,2025,65,18,without_stand,300,300,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/65c7k,https://krepitv.ru/modeli/tcl-65c7k/
tcl-65p8l,TCL,65P8L,TCL 65P8L,P8L,2026,65,16.9,without_stand,400,300,false,,,,2026-08-20,Официальные характеристики TCL 65P8L,https://www.tcl.com/content/brandsite/ru/ru/tvs/p8l/jcr:content/root/container/container/container/subnav_menus/specifications1/product_spec.L2NvbnRlbnQvYnJhbmRzaXRlLXByb2R1Y3QvcnUvcnUvdHZzL3A4bC82NXA4bA==.json,https://krepitv.ru/modeli/tcl-65p8l/
tcl-65q7d,TCL,65Q7D,TCL 65Q7D,Q7D,2026,65,18,without_stand,600,400,false,,,,2026-08-04,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/q7d,https://krepitv.ru/modeli/tcl-65q7d/
tcl-65v6c,TCL,65V6C,TCL 65V6C,V6C,2025,65,12.2,without_stand,200,200,false,,,,2026-08-20,Официальные характеристики TCL 65V6C,https://www.tcl.com/content/brandsite/ru/ru/tvs/v6c/jcr:content/root/container/container/container/subnav_menus/specifications1/product_spec.L2NvbnRlbnQvYnJhbmRzaXRlLXByb2R1Y3QvcnUvcnUvdHZzL3Y2Yy82NXY2Yw==.json,https://krepitv.ru/modeli/tcl-65v6c/
tcl-75c6k,TCL,75C6K,TCL 75C6K,C6K,2025,75,23,without_stand,300,300,false,,,,2026-07-30,Официальные российские характеристики TCL,https://www.tcl.com/ru/ru/tvs/75c6k,https://krepitv.ru/modeli/tcl-75c6k/
topdevice-tdhtv24y1hd-bk,TopDevice,TDHTV24Y1HD_BK,TopDevice TDHTV24Y1HD_BK,YaOS,,24,2.2,published_unspecified,100,100,false,,,,2026-08-04,Официальные характеристики TopDevice,https://topdevice.ru/products/tv/topdevice-24-smart-tv-yaos/,https://krepitv.ru/modeli/topdevice-tdhtv24y1hd-bk/
topdevice-tdhtv32gfd-bk,TopDevice,TDHTV32GFD_BK,TopDevice TDHTV32GFD_BK,Google TV,,32,3.35,published_unspecified,100,100,false,,,,2026-08-04,Официальные характеристики TopDevice,https://topdevice.ru/products/tv/topdevice-32-google-tv-2/,https://krepitv.ru/modeli/topdevice-tdhtv32gfd-bk/
topdevice-tdhtv32ghd-bk,TopDevice,TDHTV32GHD_BK,TopDevice TDHTV32GHD_BK,Google TV,,32,2.9,published_unspecified,200,100,false,,,,2026-08-04,Официальные характеристики TopDevice,https://topdevice.ru/products/tv/topdevice-32-google-tv/,https://krepitv.ru/modeli/topdevice-tdhtv32ghd-bk/
tuvio-td100ufbhh12,Tuvio,TD100UFBHH12,Tuvio TD100UFBHH12,TD UFBHH12,,100,62.8,without_stand,800,400,false,,,,2026-08-05,Официальная карточка Tuvio TD100UFBHH12,https://tuvio.yandex.ru/card/100-televizor-tuvio-4k-ultra-hd-dled-frameless-na-platforme-yaos-td100ufbhh12-chernyy,https://krepitv.ru/modeli/tuvio-td100ufbhh12/
tuvio-td24hbch11,Tuvio,TD24HBCH11,Tuvio TD24HBCH11,DLED YaOS,,24,2.2,with_stand,200,200,false,,,,2026-08-05,Официальная карточка Tuvio TD24HBCH11,https://tuvio.yandex.ru/card/24-televizor-tuvio-hd-ready-dled-na-platforme-yaos-td24hbch11-chernyy,https://krepitv.ru/modeli/tuvio-td24hbch11/
tuvio-td32hfbch12,Tuvio,TD32HFBCH12,Tuvio TD32HFBCH12,DLED Frameless YaOS,,32,3.5,with_stand,200,200,false,,,,2026-08-05,Официальная карточка Tuvio TD32HFBCH12,https://tuvio.yandex.ru/card/32-televizor-tuvio-hd-ready-dled-frameless-na-platforme-yaos-td32hfbch12-chernyy,https://krepitv.ru/modeli/tuvio-td32hfbch12/
tuvio-td43ufbhh13,Tuvio,TD43UFBHH13,Tuvio TD43UFBHH13,Tuvio,2025,43,5.2,without_stand,200,200,false,,,,2026-08-04,Официальные характеристики Tuvio,https://tuvio.yandex.ru/card/43-televizor-tuvio-4k-ultra-hd-dled-frameless-na-platforme-yaos-td43ufbhh13-chernyy,https://krepitv.ru/modeli/tuvio-td43ufbhh13/
tuvio-td50ufbhh11,Tuvio,TD50UFBHH11,Tuvio TD50UFBHH11,TD UFBHH11,,50,7.6,without_stand,200,300,false,,,,2026-08-05,Официальная карточка Tuvio TD50UFBHH11,https://tuvio.yandex.ru/card/50-televizor-tuvio-4k-ultra-hd-dled-frameless-na-platforme-yaos-td50ufbhh11-chernyy,https://krepitv.ru/modeli/tuvio-td50ufbhh11/
tuvio-td50ufbhh12,Tuvio,TD50UFBHH12,Tuvio TD50UFBHH12,DLED Frameless YaOS,,50,7.6,with_stand,300,300,false,,,,2026-08-05,Официальная карточка Tuvio TD50UFBHH12,https://tuvio.yandex.ru/card/50-televizor-tuvio-4k-ultra-hd-dled-frameless-na-platforme-yaos-td50ufbhh12-chernyy,https://krepitv.ru/modeli/tuvio-td50ufbhh12/
tuvio-td55ufbth51,Tuvio,TD55UFBTH51,Tuvio TD55UFBTH51,DLED Frameless Google TV,2026,55,9.2,published_unspecified,200,200,false,,,,2026-08-05,Официальная карточка Tuvio TD55UFBTH51,https://tuvio.yandex.ru/card/55-televizor-tuvio-4k-ultra-hd-dled-frameless-na-platforme-google-th-td55ufbth51-chernyy,https://krepitv.ru/modeli/tuvio-td55ufbth51/
tuvio-td65ufbhh12,Tuvio,TD65UFBHH12,Tuvio TD65UFBHH12,TD UFBHH12,,65,12.8,without_stand,300,300,false,,,,2026-08-20,Официальная карточка Tuvio TD65UFBHH12,https://tuvio.yandex.ru/card/65-televizor-tuvio-4k-ultra-hd-dled-frameless-na-platforme-yaos-td65ufbhh12-chernyy,https://krepitv.ru/modeli/tuvio-td65ufbhh12/
tuvio-tm75ufgch52,Tuvio,TM75UFGCH52,Tuvio TM75UFGCH52,MiniLED Google TV,,75,30.6,with_stand,400,400,false,,,,2026-08-05,Официальная карточка Tuvio TM75UFGCH52,https://tuvio.yandex.ru/card/75-televizor-tuvio-4k-ultra-hd-miniled-s-saundvuferom-na-platforme-google-tv-tm75ufgch52-temno-seryy,https://krepitv.ru/modeli/tuvio-tm75ufgch52/
tuvio-tq65ufghh13,Tuvio,TQ65UFGHH13,Tuvio TQ65UFGHH13,Tuvio,,65,12.8,without_stand,300,300,false,,,,2026-08-04,Официальные характеристики Tuvio,https://tuvio.yandex.ru/card/65-televizor-tuvio-4k-ultra-hd-qled-frameless-na-platforme-yaos-tq65ufghh13,https://krepitv.ru/modeli/tuvio-tq65ufghh13/
xiaomi-tv-a-pro-32-2026,Xiaomi,TV A Pro 32 2026,Xiaomi TV A Pro 32 2026,TV A Pro,2026,32,3.1,without_stand,100,200,false,,,,2026-08-05,Официальные характеристики Xiaomi TV A Pro 32 2026,https://www.mi.com/global/product/xiaomi-tv-a-pro-32-2026/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-pro-32-2026/
xiaomi-tv-a-43-2025,Xiaomi,Xiaomi TV A 43 2025,Xiaomi TV A 43 2025,TV A 2025,2025,43,5.9,without_stand,200,100,false,,,,2026-07-30,Официальные глобальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-a-43-2025/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-43-2025/
xiaomi-tv-a-50-2025,Xiaomi,Xiaomi TV A 50 2025,Xiaomi TV A 50 2025,TV A 2025,2025,50,8,without_stand,200,200,false,,,,2026-07-30,Официальные глобальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-a-50-2025/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-50-2025/
xiaomi-tv-a-55-2025,Xiaomi,Xiaomi TV A 55 2025,Xiaomi TV A 55 2025,TV A 2025,2025,55,10.1,without_stand,200,200,false,,,,2026-07-30,Официальные глобальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-a-55-2025/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-55-2025/
xiaomi-tv-a-pro-43-2025,Xiaomi,Xiaomi TV A Pro 43 2025,Xiaomi TV A Pro 43 2025,TV A Pro 2025,2025,43,6,without_stand,100,200,false,,,,2026-07-30,Официальные глобальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-a-pro-43-2025/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-pro-43-2025/
xiaomi-tv-a-pro-55-2025,Xiaomi,Xiaomi TV A Pro 55 2025,Xiaomi TV A Pro 55 2025,TV A Pro 2025,2025,55,10.3,without_stand,200,200,false,,,,2026-07-30,Официальные российские характеристики Xiaomi,https://www.mi.com/ru/product/xiaomi-tv-a-pro-55-2025/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-pro-55-2025/
xiaomi-tv-a-pro-55-2026,Xiaomi,Xiaomi TV A Pro 55 2026,Xiaomi TV A Pro 55 2026,TV A Pro 2026,2026,55,9.1,without_stand,200,300,false,,,,2026-08-04,Официальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-a-pro-55-2026/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-pro-55-2026/
xiaomi-tv-a-pro-65-2025,Xiaomi,Xiaomi TV A Pro 65 2025,Xiaomi TV A Pro 65 2025,TV A Pro 2025,2025,65,14.7,without_stand,400,300,false,,,,2026-07-30,Официальные глобальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-a-pro-65-2025/specs/,https://krepitv.ru/modeli/xiaomi-tv-a-pro-65-2025/
xiaomi-tv-s-pro-mini-led-55-2026,Xiaomi,Xiaomi TV S Pro Mini LED 55 2026,Xiaomi TV S Pro Mini LED 55 2026,TV S Pro Mini LED 2026,2026,55,12.9,without_stand,300,300,false,,,,2026-08-04,Официальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-s-pro-mini-led-55-2026/specs/,https://krepitv.ru/modeli/xiaomi-tv-s-pro-mini-led-55-2026/
xiaomi-tv-s-pro-mini-led-75-2026,Xiaomi,Xiaomi TV S Pro Mini LED 75 2026,Xiaomi TV S Pro Mini LED 75 2026,TV S Pro Mini LED 2026,2026,75,25.6,without_stand,400,300,false,,,,2026-08-04,Официальные характеристики Xiaomi,https://www.mi.com/global/product/xiaomi-tv-s-pro-mini-led-75-2026/specs/,https://krepitv.ru/modeli/xiaomi-tv-s-pro-mini-led-75-2026/
yasin-32e9000,YASIN,32E9000,YASIN 32E9000,E9000,2025,32,3.2,with_stand,100,100,false,,,,2026-08-04,Официальные характеристики YASIN,https://yasintv.kz/ProductDetail/11047970.html,https://krepitv.ru/modeli/yasin-32e9000/
